station,date,tair,twet,rh,tdew
22719,20120812:1300,16.8,14.2,74,12.2
22719,20120812:1400,17.7,14.3,67,11.5
22719,20120812:1500,17.4,14.1,68,11.5
22719,20120812:1600,17.1,13.9,68,11.2
22719,20120812:1700,15,12.4,72,10
22719,20120812:1800,13,11.3,80,9.6
22719,20120812:1900,11.8,10.5,84,9.2
22719,20120812:2000,11.6,10.5,86,9.3
22719,20120812:2100,12.4,11.5,89,10.6
22719,20120812:2200,12.3,11.6,91,10.9
22719,20120812:2300,11.8,11.2,93,10.7
22719,20120813:0000,12,11.4,93,10.9
22719,20120813:0100,11.6,11,93,10.5
22719,20120813:0200,11.1,10.6,94,10.2
22719,20120813:0300,11.5,11,94,10.6
22719,20120813:0400,11.1,10.6,94,10.2
22719,20120813:0500,11.5,11,94,10.6
22719,20120813:0600,11.5,11,94,10.6
22719,20120813:0700,11,10.5,94,10.1
22719,20120813:0800,12.3,11.7,93,11.2
22719,20120813:0900,13.6,12.4,86,11.3
22719,20120813:1000,15.3,13.3,79,11.7
22719,20120813:1100,16.5,13.6,71,11.2
22719,20120813:1200,17.4,13.7,64,10.5
22719,20120813:1300,16.6,13.7,71,11.3
22719,20120813:1400,17.8,14,63,10.7
22719,20120813:1500,16.2,13.3,70,10.7
22719,20120813:1600,16,13,69,10.3
22719,20120813:1700,14.8,12.2,72,9.8
22719,20120813:1800,13.4,11.6,79,9.8
22719,20120813:1900,12.1,10.9,85,9.7
22719,20120813:2000,11.9,10.8,87,9.8
22719,20120813:2100,11.8,10.9,89,10.1
22719,20120813:2200,11.4,10.6,90,9.8
22719,20120813:2300,10.9,10.3,92,9.7
22719,20120814:0000,10.8,10.2,92,9.6
22719,20120814:0100,10.2,9.6,92,9
22719,20120814:0200,10.5,9.9,92,9.3
22719,20120814:0300,10.1,9.6,93,9
22719,20120814:0400,10.5,10,93,9.4
22719,20120814:0500,11,10.5,93,9.9
22719,20120814:0600,11,10.4,92,9.8
22719,20120814:0700,10.8,10.2,92,9.6
22719,20120814:0800,11.2,10.5,91,9.8
22719,20120814:0900,12.5,11.2,85,10.1
22719,20120814:1000,14.2,12.1,77,10.2
22719,20120814:1100,15.1,12.8,75,10.7
22719,20120814:1200,14.3,11.8,73,9.5
22719,20120814:1300,15.2,11.8,64,8.4
22719,20120814:1400,16,12.3,62,8.7
22719,20120814:1500,15.3,12.1,66,9
22719,20120814:1600,14.3,11.1,65,7.8
22719,20120814:1700,13.5,10.6,68,7.7
22719,20120814:1800,12.5,10.1,72,7.6
22719,20120814:1900,11.6,9.7,77,7.7
22719,20120814:2000,10.6,9.2,82,7.7
22719,20120814:2100,10,8.9,85,7.6
22719,20120814:2200,10.3,9.3,87,8.2
22719,20120814:2300,9.9,8.9,87,7.9
22719,20120815:0000,9.7,8.9,89,8
22719,20120815:0100,9.6,8.7,88,7.7
22719,20120815:0200,9.2,8.4,89,7.5
22719,20120815:0300,8.7,8,90,7.2
22719,20120815:0400,8.6,8,91,7.2
22719,20120815:0500,8.9,8.3,92,7.7
22719,20120815:0600,8.6,8,92,7.4
22719,20120815:0700,9.9,9.3,92,8.7
22719,20120815:0800,11.4,10.1,84,8.8
22719,20120815:0900,12.3,10.4,78,8.6
22719,20120815:1000,13.7,11.6,76,9.6
22719,20120815:1100,14,11.8,75,9.7
22719,20120815:1200,15.8,12.5,66,9.5
22719,20120815:1300,13.2,11.5,80,9.8
22719,20120815:1400,12.6,11.3,84,10
22719,20120815:1500,12.7,11.2,82,9.7
22719,20120815:1600,11.9,10.4,82,8.9
22719,20120815:1700,10.5,9.9,92,9.3
22719,20120815:1800,10.3,9.7,92,9.1
22719,20120815:1900,10,9.5,93,8.9
22719,20120815:2000,9.4,8.9,93,8.3
22719,20120815:2100,10,9.6,94,9.1
22719,20120815:2200,9.4,8.8,92,8.2
22719,20120815:2300,9.7,9.1,92,8.5
22719,20120816:0000,10.1,9.4,91,8.7
22719,20120816:0100,9.2,8.5,90,7.7
22719,20120816:0200,9,8.3,91,7.6
22719,20120816:0300,9.1,8.4,91,7.7
22719,20120816:0400,9.3,8.7,92,8.1
22719,20120816:0500,9.7,9.2,93,8.6
22719,20120816:0600,10,9.5,93,8.9
22719,20120816:0700,10.4,9.7,91,9
22719,20120816:0800,11.2,10.5,91,9.8
22719,20120816:0900,12.7,11.3,83,9.9
22719,20120816:1000,11.8,10.6,85,9.4
22719,20120816:1100,11.7,10.3,83,8.9
22719,20120816:1200,15,12.2,70,9.6
22719,20120816:1300,15,11.5,63,8
22719,20120816:1400,15.8,12.1,62,8.6
22719,20120816:1500,14.3,10.7,61,6.9
22719,20120816:1600,13.6,10.7,68,7.8
22719,20120816:1700,13,10.3,69,7.5
22719,20120816:1800,11.4,9.4,76,7.3
22719,20120816:1900,10.4,9.1,83,7.6
22719,20120816:2000,10.2,8.7,81,7.1
22719,20120816:2100,10,8.6,82,7.1
22719,20120816:2200,9.8,8.6,84,7.2
22719,20120816:2300,9.4,8.2,84,6.9
22719,20120817:0000,10.4,9.1,83,7.6
22719,20120817:0100,9,8,87,7
22719,20120817:0200,8.7,7.8,87,6.7
22719,20120817:0300,9.1,8.4,90,7.6
22719,20120817:0400,8.2,7.6,91,6.8
22719,20120817:0500,8.2,7.6,92,7
22719,20120817:0600,8.2,7.6,91,6.8
22719,20120817:0700,7.7,7.2,93,6.7
22719,20120817:0800,9,8.5,93,7.9
22719,20120817:0900,11.6,10.5,87,9.5
22719,20120817:1000,13.5,11.4,76,9.4
22719,20120817:1100,14,11.8,75,9.7
22719,20120817:1200,14.3,11.4,68,8.5
22719,20120817:1300,13.6,10.9,70,8.3
22719,20120817:1400,15.5,11.7,61,8
22719,20120817:1500,11.8,10.4,83,9
22719,20120817:1600,13.1,10.8,74,8.6
22719,20120817:1700,12.9,10.8,76,8.8
22719,20120817:1800,11.5,10.2,84,8.9
22719,20120817:1900,10.1,9,86,7.9
22719,20120817:2000,9,8.2,89,7.3
22719,20120817:2100,8.8,8.1,90,7.3
22719,20120817:2200,10.3,9.6,91,8.9
22719,20120817:2300,10,9.2,90,8.4
22719,20120818:0000,10.6,9.7,88,8.7
22719,20120818:0100,10.5,9.9,92,9.3
22719,20120818:0200,10.5,10,93,9.4
22719,20120818:0300,10.1,9.7,94,9.2
22719,20120818:0400,9.9,9.5,94,9
22719,20120818:0500,10.2,9.7,94,9.3
22719,20120818:0600,9.9,9.5,94,9
22719,20120818:0700,10.2,9.7,93,9.1
22719,20120818:0800,11.2,10.6,92,10
22719,20120818:0900,13.5,12.3,86,11.2
22719,20120818:1000,15.7,13.6,78,11.9
22719,20120818:1100,16.4,13.7,72,11.4
22719,20120818:1200,16.9,13.8,69,11.2
22719,20120818:1300,17,13.8,68,11.1
22719,20120818:1400,16.9,14.1,72,11.8
22719,20120818:1500,17.1,14.1,70,11.6
22719,20120818:1600,16.1,13.5,73,11.3
22719,20120818:1700,15.7,13.1,73,10.9
22719,20120818:1800,13.6,12.1,83,10.8
22719,20120818:1900,12.2,11.2,88,10.3
22719,20120818:2000,11.6,10.7,89,9.9
22719,20120818:2100,10.9,10.3,92,9.7
22719,20120818:2200,10.7,10.2,93,9.6
22719,20120818:2300,10,9.6,94,9.1
22719,20120819:0000,12.1,11.6,94,11.2
22719,20120819:0100,12,11.5,94,11.1
22719,20120819:0200,12.2,11.7,94,11.3
22719,20120819:0300,12.3,11.8,94,11.4
22719,20120819:0400,12.4,11.8,93,11.3
22719,20120819:0500,12.2,11.6,93,11.1
22719,20120819:0600,12,11.4,93,10.9
22719,20120819:0700,11.8,11.3,94,10.9
22719,20120819:0800,12.1,11.6,94,11.2
22719,20120819:0900,12.9,12.4,94,12
22719,20120819:1000,14.4,13.3,88,12.5
22719,20120819:1100,15.4,13.3,78,11.6
22719,20120819:1200,15.2,13.2,78,11.4
22719,20120819:1300,15.2,13,76,11
22719,20120819:1400,15.7,13.2,74,11.1
22719,20120819:1500,15.6,13.5,78,11.8
22719,20120819:1600,14.5,13.3,87,12.4
22719,20120819:1700,14.2,13,87,12.1
22719,20120819:1800,13.2,12.5,92,11.9
22719,20120819:1900,13,12.3,92,11.7
22719,20120819:2000,13,12.3,92,11.7
22719,20120819:2100,12.5,11.8,92,11.3
22719,20120819:2200,12.7,12.1,93,11.6
22719,20120819:2300,12.5,11.9,93,11.4
22719,20120820:0000,12,11.4,93,10.9
22719,20120820:0100,11.8,11.2,93,10.7
22719,20120820:0200,11.5,10.9,93,10.4
22719,20120820:0300,12.2,11.6,93,11.1
22719,20120820:0400,12.2,11.6,93,11.1
22719,20120820:0500,11.9,11.3,93,10.8
22719,20120820:0600,12.1,11.5,93,11
22719,20120820:0700,12.3,11.6,92,11
22719,20120820:0800,12.7,12,92,11.4
22719,20120820:0900,14.4,13.2,87,12.3
22719,20120820:1000,13.5,12.1,84,10.9
22719,20120820:1100,15,12.6,74,10.4
22719,20120820:1200,15.9,12.9,69,10.2
22719,20120820:1300,15,12.5,73,10.2
22719,20120820:1400,14.9,12.2,71,9.7
22719,20120820:1500,14.2,11.8,74,9.6
22719,20120820:1600,13.3,11.2,76,9.2
22719,20120820:1700,13.2,11.6,81,10
22719,20120820:1800,12.2,10.7,82,9.2
22719,20120820:1900,11.8,10.3,82,8.8
22719,20120820:2000,12,10.3,80,8.7
22719,20120820:2100,11.6,10.6,88,9.7
22719,20120820:2200,12.1,10.9,86,9.8
22719,20120820:2300,12.4,11.2,86,10.1
22719,20120821:0000,12.4,11,83,9.6
22719,20120821:0100,12.2,10.9,84,9.6
22719,20120821:0200,12.1,10.6,82,9.1
22719,20120821:0300,11.9,10.3,81,8.8
22719,20120821:0400,11.4,10,83,8.6
22719,20120821:0500,11.1,9.8,84,8.5
22719,20120821:0600,11.6,10.3,84,9
22719,20120821:0700,11.3,10.2,86,9
22719,20120821:0800,12,10.9,86,9.8
22719,20120821:0900,12.2,10.9,84,9.6
22719,20120821:1000,13.8,11.9,79,10.2
22719,20120821:1100,14.3,12.4,79,10.7
22719,20120821:1200,13.9,11.8,77,9.9
22719,20120821:1300,14.6,12.2,74,10
22719,20120821:1400,14.4,12.2,76,10.2
22719,20120821:1500,14.4,12.1,75,10
22719,20120821:1600,13.7,11.8,79,10.1
22719,20120821:1700,13,11.5,82,10
22719,20120821:1800,12.4,10.9,82,9.4
22719,20120821:1900,12.2,10.9,84,9.6
22719,20120821:2000,12,10.6,83,9.2
22719,20120821:2100,11.5,10.2,84,8.9
22719,20120821:2200,11.5,10.1,83,8.7
22719,20120821:2300,11.2,10,85,8.8
22719,20120822:0000,11.5,10.1,83,8.7
22719,20120822:0100,11.5,10.2,84,8.9
22719,20120822:0200,11.6,10.1,82,8.7
22719,20120822:0300,11.2,9.8,83,8.4
22719,20120822:0400,10.9,9.6,84,8.3
22719,20120822:0500,11,9.6,83,8.2
22719,20120822:0600,11.2,9.8,83,8.4
22719,20120822:0700,11.1,9.9,85,8.7
22719,20120822:0800,12.3,11,84,9.7
22719,20120822:0900,13.4,11.6,79,9.8
22719,20120822:1000,14.1,11.6,72,9.1
22719,20120822:1100,15.4,11.7,62,8.2
22719,20120822:1200,15.6,12,63,8.6
22719,20120822:1300,15.4,11.7,62,8.2
22719,20120822:1400,15.4,11.5,60,7.7
22719,20120822:1500,15.5,11.3,57,7
22719,20120822:1600,14.9,11.4,63,7.9
22719,20120822:1700,13.6,10.8,69,8
22719,20120822:1800,12.1,9.9,74,7.6
22719,20120822:1900,11,9.5,81,7.9
22719,20120822:2000,10,8.9,86,7.8
22719,20120822:2100,8.9,8.1,89,7.2
22719,20120822:2200,8.1,7.4,90,6.6
22719,20120822:2300,7.8,7.2,92,6.6
22719,20120823:0000,7.6,7.1,92,6.4
22719,20120823:0100,7.6,7.1,92,6.4
22719,20120823:0200,6.9,6.4,92,5.7
22719,20120823:0300,7,6.6,94,6.1
22719,20120823:0400,6.3,5.8,93,5.3
22719,20120823:0500,6.2,5.8,94,5.3
22719,20120823:0600,6,5.6,94,5.1
22719,20120823:0700,5.6,5.2,94,4.7
22719,20120823:0800,7.8,7.5,95,7.1
22719,20120823:0900,11.2,10.6,92,10
22719,20120823:1000,13.2,11.9,85,10.8
22719,20120823:1100,14.2,12.4,80,10.8
22719,20120823:1200,14.4,11.6,70,9
22719,20120823:1300,15.8,12.8,69,10.2
22719,20120823:1400,15.9,12.2,62,8.6
22719,20120823:1500,14.3,11.8,73,9.5
22719,20120823:1600,14.6,11.9,71,9.4
22719,20120823:1700,13.2,11.3,78,9.5
22719,20120823:1800,12.8,10.6,75,8.5
22719,20120823:1900,11.3,9.7,80,8
22719,20120823:2000,10.9,9.6,84,8.3
22719,20120823:2100,10.6,9.5,86,8.4
22719,20120823:2200,10.2,9.2,87,8.1
22719,20120823:2300,9.5,8.7,89,7.8
22719,20120824:0000,9,8.3,90,7.5
22719,20120824:0100,9.8,9.1,91,8.4
22719,20120824:0200,9.4,8.7,91,8
22719,20120824:0300,8.5,7.9,92,7.3
22719,20120824:0400,7.6,7.1,93,6.6
22719,20120824:0500,7.4,6.9,93,6.4
22719,20120824:0600,6.5,6,93,5.5
22719,20120824:0700,6.1,5.7,94,5.2
22719,20120824:0800,8.6,8.2,95,7.8
22719,20120824:0900,11.3,10.2,86,9
22719,20120824:1000,14,11.1,68,8.2
22719,20120824:1100,15.1,11.3,60,7.4
22719,20120824:1200,15.2,11.3,59,7.3
22719,20120824:1300,15.6,11.1,54,6.4
22719,20120824:1400,16.5,11.5,51,6.3
22719,20120824:1500,16.6,11.7,52,6.7
22719,20120824:1600,16.2,12.1,59,8.2
22719,20120824:1700,13.2,10.2,66,7
22719,20120824:1800,12.9,9.9,66,6.7
22719,20120824:1900,12.3,10.1,74,7.8
22719,20120824:2000,10.9,9.4,81,7.8
22719,20120824:2100,9.8,8.7,85,7.4
22719,20120824:2200,9.1,8.1,87,7.1
22719,20120824:2300,9,8.2,89,7.3
22719,20120825:0000,8.1,7.5,91,6.7
22719,20120825:0100,7.4,6.9,92,6.2
22719,20120825:0200,7.2,6.7,92,6
22719,20120825:0300,6.4,5.9,93,5.4
22719,20120825:0400,6,5.6,93,5
22719,20120825:0500,6.3,6,95,5.6
22719,20120825:0600,5.7,5.3,94,4.8
22719,20120825:0700,5.7,5.4,95,5
22719,20120825:0800,9,8.6,94,8.1
22719,20120825:0900,11.9,10.5,83,9.1
22719,20120825:1000,14.2,11.5,70,8.8
22719,20120825:1100,13.7,11,70,8.4
22719,20120825:1200,15,11.1,59,7.1
22719,20120825:1300,14.7,10.7,58,6.5
22719,20120825:1400,15.3,11.3,59,7.4
22719,20120825:1500,14.5,11,62,7.3
22719,20120825:1600,14.1,10.8,64,7.4
22719,20120825:1700,14.1,10.6,62,7
22719,20120825:1800,12.9,9.8,65,6.5
22719,20120825:1900,12.5,9.7,68,6.8
22719,20120825:2000,12.5,9.8,69,7
22719,20120825:2100,12.4,9.9,71,7.3
22719,20120825:2200,12.1,9.7,71,7
22719,20120825:2300,11.5,9.4,74,7
22719,20120826:0000,11.2,9.1,74,6.8
22719,20120826:0100,10.9,9.1,78,7.2
22719,20120826:0200,10.5,8.9,80,7.2
22719,20120826:0300,9.8,8.4,82,6.9
22719,20120826:0400,9.4,8.1,82,6.5
22719,20120826:0500,9.6,8.3,83,6.9
22719,20120826:0600,9.6,8.4,84,7
22719,20120826:0700,8.9,7.7,84,6.4
22719,20120826:0800,12,10.1,77,8.1
22719,20120826:0900,13.9,11,68,8.1
22719,20120826:1000,14.4,11.2,65,7.9
22719,20120826:1100,14.9,11,59,7
22719,20120826:1200,15.2,11.4,60,7.5
22719,20120826:1300,15.5,11.4,58,7.3
22719,20120826:1400,15.2,11.2,58,7
22719,20120826:1500,15.1,11,57,6.7
22719,20120826:1600,15.4,11.4,59,7.5
22719,20120826:1700,14,10.9,66,7.8
22719,20120826:1800,13.8,11.3,72,8.9
22719,20120826:1900,13.5,11.2,74,9
22719,20120826:2000,13.2,11.1,76,9.1
22719,20120826:2100,12.8,11.1,80,9.5
22719,20120826:2200,12.6,11,81,9.4
22719,20120826:2300,12.5,11,82,9.5
22719,20120827:0000,12.7,11,80,9.3
22719,20120827:0100,12.9,11.2,80,9.5
22719,20120827:0200,13.1,11.5,81,9.9
22719,20120827:0300,13.1,11.6,83,10.3
22719,20120827:0400,13.2,11.3,78,9.5
22719,20120827:0500,13.4,11.5,78,9.7
22719,20120827:0600,13.5,11.8,81,10.3
22719,20120827:0700,13.3,11.9,84,10.7
22719,20120827:0800,13,11.8,86,10.7
22719,20120827:0900,13.4,12,84,10.8
22719,20120827:1000,14,12.5,83,11.2
22719,20120827:1100,16.2,14,77,12.2
22719,20120827:1200,17.1,14.2,71,11.8
22719,20120827:1300,18.1,15.1,71,12.8
22719,20120827:1400,16.4,13.6,71,11.1
22719,20120827:1500,15.4,12.8,73,10.6
22719,20120827:1600,15.3,13.2,78,11.5
22719,20120827:1700,15.1,12.8,75,10.7
22719,20120827:1800,13.8,12,80,10.4
22719,20120827:1900,12.7,11.3,83,9.9
22719,20120827:2000,12.6,11.3,84,10
22719,20120827:2100,11.1,10.1,87,9
22719,20120827:2200,11.2,10.3,89,9.5
22719,20120827:2300,11.3,10.5,90,9.7
22719,20120828:0000,10.9,10,89,9.2
22719,20120828:0100,10.5,9.7,90,8.9
22719,20120828:0200,9.9,9.1,90,8.3
22719,20120828:0300,9.7,9,90,8.2
22719,20120828:0400,10.6,9.8,90,9
22719,20120828:0500,10,9.2,90,8.4
22719,20120828:0600,10.7,9.8,89,9
22719,20120828:0700,11.2,9.8,83,8.4
22719,20120828:0800,12,10,76,7.9
22719,20120828:0900,12,9.6,71,6.9
22719,20120828:1000,12.9,10.1,68,7.2
22719,20120828:1100,14.7,10.8,59,6.8
22719,20120828:1200,15.1,11.5,62,7.9
22719,20120828:1300,14.4,10.2,55,5.5
22719,20120828:1400,14.1,10,56,5.5
22719,20120828:1500,14.1,10.6,62,7
22719,20120828:1600,13.8,9.9,57,5.4
22719,20120828:1700,12.5,9.1,61,5.2
22719,20120828:1800,11.6,8.9,67,5.7
22719,20120828:1900,11.1,8.8,72,6.3
22719,20120828:2000,10.5,8.3,72,5.7
22719,20120828:2100,9.5,7.6,75,5.3
22719,20120828:2200,8.2,6.5,76,4.3
22719,20120828:2300,6.6,5.6,85,4.3
22719,20120829:0000,6.1,5.2,86,3.9
22719,20120829:0100,6.1,5.3,87,4.1
22719,20120829:0200,5.6,4.8,88,3.8
22719,20120829:0300,5.5,4.9,90,4
22719,20120829:0400,5.4,4.8,91,4.1
22719,20120829:0500,5.4,4.9,92,4.2
22719,20120829:0600,5.4,4.9,92,4.2
22719,20120829:0700,5.3,4.9,93,4.3
22719,20120829:0800,7.4,6.9,92,6.2
22719,20120829:0900,10.5,8.6,76,6.5
22719,20120829:1000,12.4,9.4,65,6
22719,20120829:1100,14.8,10.1,51,4.8
22719,20120829:1200,15.2,11.2,58,7
22719,20120829:1300,14.8,11.1,61,7.4
22719,20120829:1400,15.5,11.6,60,7.8
22719,20120829:1500,15.5,11.3,57,7
22719,20120829:1600,14.8,10.8,58,6.6
22719,20120829:1700,13.7,10.2,61,6.3
22719,20120829:1800,12.4,9.4,65,6
22719,20120829:1900,11.4,8.9,70,6.1
22719,20120829:2000,10.3,8.4,76,6.3
22719,20120829:2100,9.4,7.8,79,6
22719,20120829:2200,9.2,7.8,81,6.1
22719,20120829:2300,9.6,8.1,80,6.3
22719,20120830:0000,9.6,8,79,6.2
22719,20120830:0100,9.3,7.8,80,6.1
22719,20120830:0200,9.6,8.2,82,6.7
22719,20120830:0300,9.9,8.3,79,6.4
22719,20120830:0400,9.7,8.1,79,6.3
22719,20120830:0500,9.4,7.9,80,6.1
22719,20120830:0600,9.1,7.5,79,5.7
22719,20120830:0700,8.9,7.2,77,5.1
22719,20120830:0800,9.1,7.2,75,4.9
22719,20120830:0900,9.4,7.4,74,5
22719,20120830:1000,10.8,8.4,70,5.6
22719,20120830:1100,12.3,9.4,66,6.1
22719,20120830:1200,12.5,9.5,65,6.1
22719,20120830:1300,13.3,9.9,62,6.2
22719,20120830:1400,13.8,10.1,60,6.2
22719,20120830:1500,13.4,9.9,61,6.1
22719,20120830:1600,13.5,9.9,60,5.9
22719,20120830:1700,13.9,9.9,57,5.6
22719,20120830:1800,13.3,9.8,61,6
22719,20120830:1900,12.7,9.7,65,6.3
22719,20120830:2000,11.5,9,70,6.2
22719,20120830:2100,11.9,9.5,71,6.8
22719,20120830:2200,12.2,9.4,67,6.3
22719,20120830:2300,10.3,7.8,68,4.7
22719,20120831:0000,9.4,7.3,72,4.6
22719,20120831:0100,9.6,7.7,75,5.4
22719,20120831:0200,8.8,7.2,78,5.2
22719,20120831:0300,7.8,6.4,80,4.6
22719,20120831:0400,6.9,5.8,83,4.2
22719,20120831:0500,7.1,5.9,83,4.4
22719,20120831:0600,6.4,5.3,84,3.9
22719,20120831:0700,6.5,5.4,84,4
22719,20120831:0800,8,6.5,79,4.6
22719,20120831:0900,11.7,9.2,70,6.4
22719,20120831:1000,13.8,10,58,5.7
22719,20120831:1100,15.3,10.6,52,5.5
22719,20120831:1200,16.6,11.6,51,6.5
22719,20120831:1300,15.8,10.6,48,4.8
22719,20120831:1400,17,11.1,44,4.7
22719,20120831:1500,15.7,11.2,54,6.4
22719,20120831:1600,14.7,11,61,7.3
22719,20120831:1700,14.7,10.5,56,6
22719,20120831:1800,13.2,9.6,60,5.6
22719,20120831:1900,11.8,9.4,71,6.7
22719,20120831:2000,11.7,9.6,75,7.4
22719,20120831:2100,11.4,9.6,78,7.7
22719,20120831:2200,10.2,8.8,82,7.3
22719,20120831:2300,9.4,8.1,83,6.7
22719,20120901:0000,9,8,87,7
22719,20120901:0100,9.4,8.5,88,7.5
22719,20120901:0200,8.9,8,87,6.9
22719,20120901:0300,8,7.2,88,6.1
22719,20120901:0400,7.4,6.6,89,5.7
22719,20120901:0500,7.9,7,87,5.9
22719,20120901:0600,9.1,8.1,86,6.9
22719,20120901:0700,9.6,8.3,83,6.9
22719,20120901:0800,11.1,9.2,76,7.1
22719,20120901:0900,12.8,9.7,65,6.4
22719,20120901:1000,13.8,10,58,5.7
22719,20120901:1100,13.8,9.6,54,4.7
22719,20120901:1200,13.6,9.1,51,3.7
22719,20120901:1300,13.9,9.5,53,4.5
22719,20120901:1400,14,9.5,52,4.3
22719,20120901:1500,13.7,9.5,54,4.6
22719,20120901:1600,13,9.2,57,4.7
22719,20120901:1700,12.7,9,58,4.7
22719,20120901:1800,12.5,8.9,59,4.7
22719,20120901:1900,12.3,8.8,60,4.8
22719,20120901:2000,11.9,8.9,64,5.3
22719,20120901:2100,12.2,8.9,62,5.1
22719,20120901:2200,12.3,9.3,65,5.9
22719,20120901:2300,12.6,9.6,65,6.2
22719,20120902:0000,12.6,9.7,66,6.4
22719,20120902:0100,12.6,9.5,64,6
22719,20120902:0200,12.5,9,60,5
22719,20120902:0300,12.3,8.8,59,4.5
22719,20120902:0400,12.4,8.9,60,4.9
22719,20120902:0500,12.5,8.9,59,4.7
22719,20120902:0600,12.4,9.1,62,5.3
22719,20120902:0700,12.4,9.3,64,5.8
22719,20120902:0800,13,9.6,62,5.9
22719,20120902:0900,13.7,9.8,57,5.4
22719,20120902:1000,14.3,10.4,58,6.2
22719,20120902:1100,14.9,10.8,57,6.5
22719,20120902:1200,14.7,10.7,58,6.5
22719,20120902:1300,15.1,11,57,6.7
22719,20120902:1400,15,11.4,62,7.8
22719,20120902:1500,14.9,11.6,65,8.4
22719,20120902:1600,14.8,12,70,9.4
22719,20120902:1700,14.6,11.6,68,8.8
22719,20120902:1800,14.2,11.6,71,9
22719,20120902:1900,14,11.6,73,9.2
22719,20120902:2000,13.9,11.7,75,9.6
22719,20120902:2100,13.8,11.8,77,9.9
22719,20120902:2200,13.9,11.8,76,9.8
22719,20120902:2300,14,11.8,76,9.8
22719,20120903:0000,14.3,11.9,74,9.7
22719,20120903:0100,14.2,11.9,75,9.8
22719,20120903:0200,14.3,12.1,76,10.1
22719,20120903:0300,14.3,12.3,78,10.5
22719,20120903:0400,13.5,12.1,84,10.9
22719,20120903:0500,13,12.2,91,11.6
22719,20120903:0600,12.9,12.3,93,11.8
22719,20120903:0700,13.1,12.5,93,12
22719,20120903:0800,13.3,12.6,92,12
22719,20120903:0900,13.4,12.8,93,12.3
22719,20120903:1000,13.4,12.8,93,12.3
22719,20120903:1100,11.9,11.5,95,11.1
22719,20120903:1200,12.7,12.2,94,11.8
22719,20120903:1300,12.8,12.2,93,11.7
22719,20120903:1400,13.7,12.7,88,11.8
22719,20120903:1500,12.8,11.9,89,11
22719,20120903:1600,13.5,12.1,84,10.9
22719,20120903:1700,13,11.6,84,10.4
22719,20120903:1800,12.6,11.3,84,10
22719,20120903:1900,11.9,10.6,84,9.3
22719,20120903:2000,11.4,10.3,86,9.2
22719,20120903:2100,11,10,87,8.9
22719,20120903:2200,11.2,10.1,86,9
22719,20120903:2300,11.1,9.8,84,8.5
22719,20120904:0000,11.6,9.3,72,6.7
22719,20120904:0100,11.7,9.5,74,7.2
22719,20120904:0200,11.5,8.8,68,5.8
22719,20120904:0300,11.1,9.4,79,7.6
22719,20120904:0400,10.4,9.2,85,8
22719,20120904:0500,10.6,9.3,84,8
22719,20120904:0600,10.7,9,79,7.2
22719,20120904:0700,10.9,9,76,6.8
22719,20120904:0800,11.1,9.4,79,7.6
22719,20120904:0900,13.1,10.7,72,8.2
22719,20120904:1000,13.3,11.1,75,9
22719,20120904:1100,13.7,10.6,66,7.5
22719,20120904:1200,14.3,11.4,68,8.5
22719,20120904:1300,13.6,10.6,67,7.6
22719,20120904:1400,11.9,10.3,81,8.8
22719,20120904:1500,13.7,11.4,74,9.2
22719,20120904:1600,13,10.7,74,8.5
22719,20120904:1700,12.9,10.2,69,7.4
22719,20120904:1800,12.1,9.6,70,6.8
22719,20120904:1900,11.6,8.9,67,5.7
22719,20120904:2000,12,9,65,5.7
22719,20120904:2100,11.7,8.9,67,5.8
22719,20120904:2200,9.6,8.5,85,7.2
22719,20120904:2300,10.7,9.2,81,7.6
22719,20120905:0000,10.9,9.5,82,8
22719,20120905:0100,11.2,9.6,80,7.9
22719,20120905:0200,11.8,9.3,70,6.5
22719,20120905:0300,12.2,9.6,69,6.7
22719,20120905:0400,12.1,9.4,68,6.4
22719,20120905:0500,12,9.6,72,7.1
22719,20120905:0600,11.6,9.1,70,6.3
22719,20120905:0700,12,9.5,70,6.7
22719,20120905:0800,12.4,9.3,64,5.8
22719,20120905:0900,13.2,10.4,68,7.4
22719,20120905:1000,14,11,67,8
22719,20120905:1100,14.7,10.8,59,6.8
22719,20120905:1200,14.3,11.3,67,8.3
22719,20120905:1300,15.2,11.3,59,7.3
22719,20120905:1400,14.7,11.3,64,8
22719,20120905:1500,14.6,11.1,63,7.7
22719,20120905:1600,13.7,10.8,68,7.9
22719,20120905:1700,12.8,10.8,77,8.9
22719,20120905:1800,12,10.6,83,9.2
22719,20120905:1900,11.6,10.2,83,8.8
22719,20120905:2000,11.9,10.2,79,8.4
22719,20120905:2100,12.2,10.3,77,8.3
22719,20120905:2200,12,10.3,80,8.7
22719,20120905:2300,11.6,10,81,8.5
22719,20120906:0000,11.6,10,81,8.5
22719,20120906:0100,12,10.6,83,9.2
22719,20120906:0200,12.3,10.6,80,9
22719,20120906:0300,12.3,10.5,79,8.8
22719,20120906:0400,12,10.2,78,8.3
22719,20120906:0500,11.1,9.5,80,7.8
22719,20120906:0600,10.5,9.3,84,7.9
22719,20120906:0700,10.3,9.3,87,8.2
22719,20120906:0800,12.1,11.1,88,10.2
22719,20120906:0900,14.7,12.7,78,10.9
22719,20120906:1000,14.8,12.5,75,10.4
22719,20120906:1100,16.6,13.8,72,11.6
